"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72292800369","2025-06-03","33.286","-117.456","27.1","MCOLF CAMP PENDLETON RED BEACH AIRPORT, CA US","  65.9","13","  58.8","13","1021.7","13","010.0","13"," 10.0","13","  6.8","13"," 14.0","999.9","  70.0","*","  61.0","*"," 0.00","G","999.9","000000"
"72292800369","2025-06-04","33.286","-117.456","27.1","MCOLF CAMP PENDLETON RED BEACH AIRPORT, CA US","  62.7"," 6","  59.0"," 6","1020.1"," 6","008.4"," 6","  7.8"," 6","  9.0"," 6"," 13.0","999.9","  64.9","*","  60.1","*"," 0.00","H","999.9","010000"
