DATE,MAX,MIN,PRCP
2023-01-01,23.590038314176248,10.860153256704983,0.02189655172413793
2023-01-08,20.04024808656638,8.477038796516233,9.944774346793348
2023-01-15,16.38875816993464,3.975163398692811,6.456258823529412
2023-01-22,18.08733911216181,7.790254793800892,9.827446808510638
2023-01-29,13.802875816993463,2.1275816993464067,7.71355294117647
2023-02-05,15.253057507155868,6.062711423367162,11.494847775175645
2023-02-12,32.20662997903563,7.558569182389937,10.0701179245283
2023-02-19,20.412563895614745,5.627522195318804,6.9512590799031475
2023-02-26,24.51365233846986,14.709380913760477,8.053333333333333
2023-03-05,25.31436642453592,13.233790691417811,8.852203389830509
2023-03-12,22.519246519246522,11.19028119028119,7.947199017199017
2023-03-19,15.961559358869875,2.9975550122249377,3.5797066014669925
2023-03-26,36.66733925208501,22.039413505515203,5.915399515738499
2023-04-02,24.370460048426146,11.55057842345978,6.973292978208232
2023-04-09,24.584123222748815,14.208004212743552,9.94026066350711
2023-04-16,23.620216415940888,11.30931644233307,10.065724465558194
2023-04-23,25.343518518518522,9.037037037037036,3.603666666666667
2023-04-30,23.112307283359918,12.148856990962251,11.378708133971292
2023-05-07,38.004773269689736,50.156854945637775,3.3670405727923627
2023-05-14,29.402941949041242,18.601786183346466,13.854562647754136
2023-05-21,28.516171100678136,18.7291340636411,14.463356807511735
2023-05-28,26.852463312368975,15.858752620545078,5.9803066037735855
2023-06-04,29.576078431372544,16.602745098039215,5.666329411764706
2023-06-11,31.06102003642987,18.283112151964612,7.289742388758782
2023-06-18,29.624900556881457,19.386900026518163,13.192577565632456
2023-06-25,30.223557692307693,19.618055555555557,11.205889423076922
2023-07-02,33.819243156199676,21.168947933440688,8.761135265700482
2023-07-09,31.977529638819963,22.15260545905707,15.038362282878412
2023-07-16,31.880658436213984,22.034979423868315,11.319555555555556
2023-07-23,32.801776717051176,22.209758684699022,8.684415274463007
2023-07-30,34.04547865287722,21.684566428003183,5.994391408114558
2023-08-06,33.83532219570405,21.960222752585523,7.26706443914081
2023-08-13,33.60965261203925,22.937417130734556,11.143150357995225
2023-08-20,33.31671982987773,20.81911217437533,3.640023923444976
2023-08-27,36.024074074074065,23.131878306878306,1.6723095238095236
2023-09-03,31.271546009016177,21.5816759480244,10.414916467780428
2023-09-10,32.28274288781535,19.801663982823403,4.8362318840579706
2023-09-17,30.733779879169944,20.089177830312586,10.24565011820331
2023-09-24,29.84842414529915,15.22716346153846,1.2071875
2023-10-01,30.47734627831715,17.157901833872707,3.1626941747572817
2023-10-08,27.669312169312168,14.295370370370367,3.5829285714285715
2023-10-15,23.849013246823468,12.578940254122738,11.782773722627736
2023-10-22,23.795850066934406,8.674698795180724,3.135590361445783
2023-10-29,27.86936582809225,13.651598532494763,2.358254716981132
2023-11-05,20.485654668753266,4.222352634324468,3.2876995305164316
2023-11-12,23.3810641627543,10.906885758998438,7.093920187793427
2023-11-19,20.996632996633,10.599844599844602,7.521351981351981
2023-11-26,17.832173240525908,6.912735241041506,8.963665893271461
2023-12-03,16.39780361757106,5.166925064599484,8.054767441860465
2023-12-10,18.151234567901238,5.071887860082304,6.0956018518518515
2023-12-17,15.88267288267288,3.225459725459727,5.164242424242424
2023-12-24,15.63357546408394,2.0314769975786953,0.9756900726392251
2023-12-31,13.935802469135801,4.129080932784639,6.553086419753086
