DATE,MAX,MIN,PRCP
2023-01-01,3.0694444444444438,-2.25735294117647,27.959411764705884
2023-01-08,-0.5427708042770796,-5.658995815899582,16.969895397489537
2023-01-15,1.6154819415688988,-4.708649643432254,18.634513457556935
2023-01-22,11.927430555555555,8.92511574074074,15.259895833333333
2023-01-29,-2.6128472222222223,-9.884606481481482,33.5465625
2023-02-05,-7.244350282485876,-18.72728342749529,7.20332627118644
2023-02-12,4.912631578947367,-6.406549707602339,7.595684210526316
2023-02-19,3.6986955508968102,-5.561844863731655,10.726457023060796
2023-02-26,-1.0895125895125881,-10.486948486948487,22.686881496881497
2023-03-05,4.0844859382203795,-5.132434301521439,15.21973029045643
2023-03-12,2.8590190609019057,-2.506624825662483,15.324937238493723
2023-03-19,2.2210696173351767,-8.447786998616873,11.462780082987551
2023-03-26,6.186721991701244,-3.7103503918856617,7.698174273858921
2023-04-02,5.722453703703706,-5.11724537037037,16.375166666666665
2023-04-09,10.581665516448124,-0.9268461007591434,9.582608695652173
2023-04-16,35.44315518049695,8.141584622597284,6.581919831223629
2023-04-23,8.461458333333335,-0.02326388888888944,12.816875
2023-04-30,11.366061029583044,0.7422548334498005,12.607023060796644
2023-05-07,15.751905751905753,5.393855393855394,11.290311850311848
2023-05-14,21.45766081871345,9.964444444444446,10.355368421052631
2023-05-21,21.42908567314615,5.934005279577635,5.2117710583153345
2023-05-28,47.522483940042825,42.069712110397326,1.0712847965738757
2023-06-04,29.258226037196,13.298402479732955,6.6696995708154505
2023-06-11,24.527179118773947,10.491020114942526,6.274612068965516
2023-06-18,23.119575584167855,9.552336671435384,5.395472103004292
2023-06-25,28.931980056980063,14.993708452041785,6.029700854700854
2023-07-02,27.218288030519787,15.59811635670005,8.42931330472103
2023-07-09,27.122601279317696,14.237266050698887,10.077249466950958
2023-07-16,26.84893617021276,14.709219858156027,13.069574468085106
2023-07-23,26.1516106442577,13.070144724556489,9.288886554621849
2023-07-30,28.896008403361343,16.39098972922502,8.955420168067226
2023-08-06,27.940733008582693,15.40083507306889,2.513402922755741
2023-08-13,26.822129822129817,14.77870177870178,7.732037422037421
2023-08-20,25.923335652980743,14.475527719786593,5.764029227557411
2023-08-27,27.36576949620428,16.82114101679319,7.261987577639752
2023-09-03,27.184610075914424,12.635725787899698,4.771697722567287
2023-09-10,25.305037957211866,14.803657694962043,8.525755693581779
2023-09-17,20.40947780078215,9.242121002990567,9.150559006211179
2023-09-24,23.23541083099907,12.718487394957982,7.644054621848739
2023-10-01,22.130676328502414,14.796014492753622,9.258021739130434
2023-10-08,20.710197210197204,10.075637325637327,11.698874458874458
2023-10-15,12.840983992467045,4.884533898305088,11.558792372881356
2023-10-22,14.155782312925172,3.953854875283444,11.65704081632653
2023-10-29,13.709745762711865,6.055202448210923,10.331101694915255
2023-11-05,6.841236634123666,-2.828103207810319,10.046903765690377
2023-11-12,9.938865147198483,2.465930674264006,14.336089743589744
2023-11-19,14.236678614097968,-0.2765830346475499,0.43064516129032254
2023-11-26,3.258830409356723,-3.8713450292397673,12.432252631578947
2023-12-03,13.39551371455137,4.361227336122735,14.238828451882846
2023-12-10,5.430819826168663,-1.4276485788113686,9.743657505285412
2023-12-17,4.489078822412154,-2.866690408357074,9.414444444444445
2023-12-24,4.613440484509665,-2.1269508502212906,13.630230607966457
2023-12-31,5.038682277318642,-0.9025482093663899,14.741487603305783
