DATE,MAX,MIN,PRCP,State
2023-01-01,3.9,-6.457142857142857,0.1016,MT
2023-01-08,0.6031746031746034,-12.43174603174603,2.5387193277310924,MT
2023-01-15,4.422222222222222,-8.326984126984128,0.7052170613700025,MT
2023-01-22,1.8476190476190477,-7.701587301587301,2.524677209065444,MT
2023-01-29,-15.643790849673204,-24.50816993464052,5.345312605042016,MT
2023-02-05,-11.955555555555556,-26.384126984126983,0.2821747899159664,MT
2023-02-12,5.074603174603174,-9.05079365079365,0.4512353874883286,MT
2023-02-19,0.34285714285714275,-16.11111111111111,1.734457142857143,MT
2023-02-26,-18.76388888888889,-28.681818181818183,5.013465758150767,MT
2023-03-05,1.2652329749103943,-10.670250896057347,0.6164791666666666,MT
2023-03-12,-5.732638888888889,-15.361952861952862,4.147797653958944,MT
2023-03-19,1.1518518518518517,-14.40451388888889,3.801704032258064,MT
2023-03-26,0.9659498207885304,-11.632275132275131,2.45096831797235,MT
2023-04-02,2.5503472222222223,-10.064516129032258,3.5134106182795697,MT
2023-04-09,2.7795698924731185,-10.338709677419354,0.42839998778103616,MT
2023-04-16,5.323232323232323,-5.750841750841751,8.758189393939393,MT
2023-04-23,2.345486111111111,-6.168350168350168,11.875702651515152,MT
2023-04-30,15.34201388888889,-2.6996527777777777,4.907539772727272,MT
2023-05-07,16.609375,2.429292929292929,14.275224739089184,MT
2023-05-14,17.06272401433692,1.7138047138047139,15.02911699657869,MT
2023-05-21,19.427083333333332,3.4600694444444446,4.000337060117302,MT
2023-05-28,19.560931899641577,7.145161290322581,28.62443440860215,MT
2023-06-04,20.655555555555555,8.9,32.907617087287946,MT
2023-06-11,23.224014336917563,10.008417508417509,23.05915407035248,MT
2023-06-18,20.988215488215488,6.0,6.7830818472545245,MT
2023-06-25,18.59548611111111,3.2407407407407405,17.892132397504454,MT
2023-07-02,25.319444444444443,8.347222222222221,6.736402836134454,MT
2023-07-09,22.344771241830063,5.822222222222223,3.7113882352941174,MT
2023-07-16,28.325617283950617,9.717460317460318,3.6393351933197517,MT
2023-07-23,28.859567901234566,8.350793650793651,0.6809619047619047,MT
2023-07-30,28.517460317460316,10.688888888888888,1.7321211017740428,MT
2023-08-06,22.78787878787879,12.333333333333332,12.96050038197097,MT
2023-08-13,25.168253968253968,8.947447447447447,9.533192765492764,MT
2023-08-20,22.694444444444443,8.337837837837839,2.242108451308451,MT
2023-08-27,24.48202614379085,8.057098765432098,9.762761165367047,MT
2023-09-03,26.01201201201201,8.512345679012347,4.035843477931714,MT
2023-09-10,22.557098765432098,7.346031746031746,14.97506685340803,MT
2023-09-17,24.203174603174602,4.652777777777778,0.9778407096171802,MT
2023-09-24,14.579365079365079,3.8055555555555554,27.427944537815122,MT
2023-10-01,14.131944444444445,2.845117845117845,2.517951254138019,MT
2023-10-08,16.67483660130719,-0.7826797385620913,8.621058823529411,MT
2023-10-15,11.067708333333334,0.019607843137254832,4.879793894830659,MT
2023-10-22,17.70634920634921,0.9698412698412698,0.43125021645021644,MT
2023-10-29,-7.479365079365079,-17.665079365079368,12.868894584500467,MT
2023-11-05,1.7685185185185186,-11.533950617283951,4.237566666666667,MT
2023-11-12,8.733333333333334,-5.142857142857143,2.4855714285714288,MT
2023-11-19,12.903174603174602,-3.341049382716049,2.1204968253968253,MT
2023-11-26,-1.3174603174603174,-12.766666666666666,0.2703285714285714,MT
2023-12-03,3.1095238095238096,-10.001587301587302,0.21536638655462184,MT
2023-12-10,2.3284313725490198,-7.4640522875816995,1.7157332399626517,MT
2023-12-17,4.366666666666667,-7.852380952380952,0.9381873015873015,MT
2023-12-24,3.663492063492064,-11.253968253968255,1.07021512605042,MT
2023-12-31,1.6761904761904762,-13.326984126984128,0.007470588235294118,MT
