DATE,MAX,MIN,PRCP,State
2023-01-01,14.812345679012346,7.689506172839506,22.335066666666666,CA
2023-01-08,12.578144078144078,3.51207729468599,37.263490283034784,CA
2023-01-15,13.411877394636015,6.459750566893424,67.95818707267091,CA
2023-01-22,12.616876310272536,-0.21111111111111122,19.233678861692415,CA
2023-01-29,14.575231481481481,0.8717549325025962,0.13913089622641509,CA
2023-02-05,12.534278959810875,-0.01746031746031754,8.353044581738615,CA
2023-02-12,15.734873487348734,2.154380341880342,2.4520554434772226,CA
2023-02-19,13.491370010787486,-1.30083857442348,1.6795424133148402,CA
2023-02-26,10.269135802469137,1.7135802469135804,39.78376118112078,CA
2023-03-05,10.710986267166042,0.7954059829059829,24.347628989713748,CA
2023-03-12,12.836352657004829,2.816723940435281,34.29764384870582,CA
2023-03-19,15.934391534391533,4.55607476635514,34.28092027593618,CA
2023-03-26,14.234767025089605,2.7523809523809524,26.276366328725036,CA
2023-04-02,13.947990543735225,1.3647798742138364,17.655669622507105,CA
2023-04-09,14.104166666666666,1.8768343815513626,2.847599947453582,CA
2023-04-16,17.66559829059829,5.502620545073376,1.157300829535223,CA
2023-04-23,17.67936507936508,5.02724358974359,1.038350013594961,CA
2023-04-30,22.98148148148148,9.376190476190477,0.12834908424908423,CA
2023-05-07,17.228654970760232,7.2748842592592595,10.444023533118928,CA
2023-05-14,20.33113311331133,8.28052805280528,0.8695116419741662,CA
2023-05-21,26.05820105820106,12.425752855659399,0.14319857587894969,CA
2023-05-28,22.102725366876307,11.495238095238095,0.3408638414695018,CA
2023-06-04,22.312169312169313,11.405503634475597,0.4227082977629618,CA
2023-06-11,22.302588996763753,12.561266874350988,1.6685129188100107,CA
2023-06-18,23.43179317931793,13.373487348734873,0.706020589762833,CA
2023-06-25,24.141225337487022,10.240394600207685,0.1495539380142184,CA
2023-07-02,25.509865005192108,12.580996884735203,0.6924870393228707,CA
2023-07-09,27.00524109014675,13.547619047619047,0.007188679245283019,CA
2023-07-16,28.745502645502647,13.178306878306877,0.0,CA
2023-07-23,32.045846817691476,16.963675213675213,0.06655881254667662,CA
2023-07-30,31.76121794871795,16.463675213675213,0.0024901960784313726,CA
2023-08-06,29.38784067085954,14.824252136752136,0.36605467996151914,CA
2023-08-13,28.67924528301887,15.846278317152104,0.43676559110089047,CA
2023-08-20,29.733451536643024,16.550236406619383,1.7091584568187943,CA
2023-08-27,27.57608695652174,14.97964796479648,24.1902981031659,CA
2023-09-03,25.76567656765677,15.09241452991453,2.1833485001257817,CA
2023-09-10,26.739850427350426,13.870915032679738,0.2339085631349782,CA
2023-09-17,26.54594017094017,14.819309600862999,0.0650206575385468,CA
2023-09-24,24.67948717948718,11.248397435897434,0.15338220229120575,CA
2023-10-01,21.658888888888885,11.470555555555556,2.867896031641438,CA
2023-10-08,23.028556593977157,9.657320872274143,0.28161603570120586,CA
2023-10-15,23.45722222222222,9.11214953271028,1.645605621298162,CA
2023-10-22,25.7020697167756,10.99056603773585,0.5520247872733999,CA
2023-10-29,20.51453790238837,5.4207070707070715,2.900972185027389,CA
2023-11-05,23.90792181069959,4.55298353909465,1.0280010384215992,CA
2023-11-12,20.871399176954736,4.003086419753086,3.0126423924199583,CA
2023-11-19,18.788333333333334,5.748484848484849,12.12861976378641,CA
2023-11-26,17.24974515800204,2.176860346585117,0.1411082119070306,CA
2023-12-03,16.39727463312369,2.2616161616161614,4.607697732551486,CA
2023-12-10,16.49897119341564,2.108108108108108,3.678635460594284,CA
2023-12-17,17.469650205761315,2.1969696969696972,0.04417205387205387,CA
2023-12-24,15.69135802469136,4.304526748971194,35.63680755277039,CA
2023-12-31,14.458333333333334,4.228042328042328,15.525618103559212,CA
