DATE,MAX,MIN,PRCP,TAVG,State
2024-01-07,2.8851614865720743,-1.9944999565303871,3.3588427419354843,0.4453307650208436,IL
2024-01-14,1.3216554196946355,-5.957761952859991,36.84368399847811,-2.318053266582678,IL
2024-01-21,-7.338882527393245,-17.093353698649917,0.8241672892306969,-12.216118113021581,IL
2024-01-28,4.857211239166126,0.8288164999944448,36.085347404547406,2.8430138695802856,IL
2024-02-04,8.949254574050386,0.4593046221315114,1.185023022117318,4.704279598090949,IL
2024-02-11,11.542805170954761,0.3653339502744993,1.1531200678350617,5.954069560614629,IL
2024-02-18,6.835031653321494,-4.386787718755086,2.9809449255170932,1.2241219672832042,IL
2024-02-25,14.774100877921475,-0.5013838032110458,2.4172649413021503,7.136358537355215,IL
2024-03-03,17.752350496656756,0.5001537946261674,5.371011166128852,9.126252145641462,IL
2024-03-10,14.502205029613668,5.130929064816108,27.98923632393167,9.816567047214889,IL
2024-03-17,18.73610563630889,4.181277154041381,12.689023996058141,11.458691395175135,IL
2024-03-24,11.08506241504799,-1.094077846635112,1.8313937401643645,4.995492284206439,IL
2024-03-31,16.093244808814983,4.484634086012532,22.698733842402262,10.288939447413757,IL
2024-04-07,12.387616664923902,3.603602216277286,39.65632899696042,7.995609440600595,IL
2024-04-14,21.527985846946358,8.695180728136593,20.480958326994912,15.111583287541476,IL
2024-04-21,20.962979809843922,8.530869248465068,16.146700287100284,14.746924529154494,IL
2024-04-28,20.049186082644727,8.033024619490785,33.874659228490806,14.041105351067756,IL
2024-05-05,25.060543845850866,13.122095090077547,39.76195267109214,19.091319467964205,IL
2024-05-12,24.737893710455758,12.044348501674573,25.490887882439797,18.391121106065164,IL
2024-05-19,25.96004059644871,14.462239145508075,19.217683921052362,20.211139870978393,IL
2024-05-26,28.250973718078985,16.128178774012106,23.170703382329698,22.189576246045544,IL
2024-06-02,24.992928381397373,13.486921950487842,27.933928940568475,19.239925165942605,IL
2024-06-09,28.32169006480148,16.41292233579365,13.11250992112063,22.367306200297566,IL
2024-06-16,30.404556466433544,15.558112320986075,3.2373173925383227,22.98133439370981,IL
2024-06-23,33.03393378609544,21.98097675414405,16.771174342951973,27.507455270119745,IL
2024-06-30,30.3124181336297,19.353982558715426,21.84751053472273,24.833200346172564,IL
2024-07-07,29.136393632822205,17.580353090472137,20.408574358974356,23.35837336164717,IL
2024-07-14,29.848286105768047,19.243474979930088,49.539557014146794,24.545880542849066,IL
2024-07-21,28.38983567890362,17.566379372261725,42.67728043709041,22.978107525582676,IL
2024-07-28,28.74868038924169,17.75868771099718,13.102778047032766,23.253684050119436,IL
2024-08-04,31.083385036505824,20.70771182682327,26.598403440840652,25.895548431664544,IL
2024-08-11,27.706784254548484,16.55337287590176,3.251973397906646,22.13007856522512,IL
2024-08-18,28.24013422927113,17.717997987194416,27.625982776870277,22.979066108232775,IL
2024-08-25,27.539502792987115,14.113495981048246,0.0565452380952381,20.82649938701768,IL
2024-09-01,32.04875059066559,20.26135697111536,19.894435232389917,26.15505378089048,IL
2024-09-08,25.923543114567618,11.686560384332793,0.28606886657101865,18.805051749450204,IL
2024-09-15,29.218400223684775,13.086956947472563,4.340229075738125,21.152678585578673,IL
2024-09-22,31.064320511402393,15.408198722615099,7.523367259942869,23.23625961700875,IL
2024-09-29,24.00834229324204,15.236960904692735,36.24420077897446,19.62265159896739,IL
2024-10-06,26.170936046922417,12.016947362643203,2.215803334804841,19.09394170478281,IL
2024-10-13,24.996541848419252,8.16908180133469,0.1256378674171357,16.582811824876973,IL
2024-10-20,18.867271812008653,2.666506209433841,1.5947862179487178,10.766889010721247,IL
2024-10-27,21.317073456037804,6.098315402474995,10.413810081336397,13.707694429256398,IL
2024-11-03,21.596017763516148,8.90662632751019,9.257360685315438,15.251322045513168,IL
2024-11-10,17.769205480663814,9.642796814671815,52.66576685724186,13.706001147667816,IL
2024-11-17,13.555429309321852,5.011567606139975,9.757089388730835,9.283498457730914,IL
2024-11-24,12.009008361179228,4.713340834909462,12.020386723407311,8.361174598044345,IL
2024-12-01,4.269908302913229,-3.1087020766823725,2.899371020902055,0.5806031131154282,IL
2024-12-08,4.296932421866633,-6.498051543566895,0.09260416666666665,-1.100559560850131,IL
