datetime,TMAX,TMIN,PRCP
20250424,23.150373458862305,12.815078735351562,24.856670379638672
20250425,21.688650131225586,12.005219459533691,46.015743255615234
20250426,18.613338470458984,9.797266006469727,30.832643508911133
20250427,20.163049697875977,8.016073226928711,2.7986743450164795
20250428,23.951366424560547,10.719635009765625,13.527754783630371
20250429,25.056669235229492,13.946892738342285,21.720794677734375
20250430,20.8947811126709,10.654266357421875,19.25269317626953
20250501,20.932559967041016,9.528417587280273,14.154929161071777
20250502,20.77945327758789,10.482850074768066,14.528583526611328
20250503,20.76951026916504,8.573819160461426,8.253520965576172
20250504,21.453105926513672,9.554763793945312,5.927920341491699
20250505,19.875972747802734,9.179287910461426,7.694283485412598
20250506,19.830488204956055,8.843247413635254,5.18558406829834
20250507,20.681026458740234,9.059900283813477,7.802816867828369
20250508,21.344242095947266,10.052361488342285,38.1093635559082
20250509,21.344242095947266,10.052361488342285,38.1093635559082
