State,datetime,value
IOWA,2024-05-03,650209564.218466
IOWA,2024-05-10,650934072.4858077
IOWA,2024-05-17,650101709.7467068
IOWA,2024-05-24,650760000.0
IOWA,2024-06-07,650430318.0250379
IOWA,2024-06-14,639641549.9494989
IOWA,2024-06-21,644558624.333808
IOWA,2024-06-28,638907085.5942627
IOWA,2024-07-05,638931603.1101892
IOWA,2024-07-12,638931603.1101892
IOWA,2024-07-15,639520917.0693141
IOWA,2024-07-19,635439783.8658409
IOWA,2024-07-26,640620798.5241098
IOWA,2024-08-02,639629263.2672578
IOWA,2024-08-09,631401318.9588776
IOWA,2024-08-16,629157435.6903294
IOWA,2024-08-23,631636999.863683
IOWA,2024-08-30,621186375.0266433
