datetime,TMAX,TMIN,PRCP
20250424,23.349374771118164,14.325044631958008,36.98747634887695
20250425,22.753488540649414,14.214311599731445,50.26654815673828
20250426,20.9508056640625,12.915026664733887,64.29517364501953
20250427,23.09123420715332,12.2901611328125,8.200357437133789
20250428,26.174955368041992,14.376744270324707,10.262969970703125
20250429,25.02361297607422,15.210912704467773,57.381038665771484
20250430,22.944007873535156,13.063148498535156,58.82826614379883
20250501,23.206439971923828,12.272809028625488,17.4561710357666
20250502,23.129337310791016,12.460107803344727,16.227191925048828
20250503,23.33971405029297,10.961359977722168,6.830053806304932
20250504,24.030054092407227,11.774776458740234,4.3273701667785645
20250505,23.467979431152344,12.347764015197754,9.980321884155273
20250506,23.10071563720703,11.829695701599121,8.2719144821167
20250507,23.225582122802734,11.342218399047852,8.432915687561035
20250508,24.917709350585938,12.439177513122559,14.003578186035156
20250509,24.917709350585938,12.439177513122559,14.003578186035156
