Month,2024 TMAX,2025 TMAX,5AVG TMAX,2024 TMIN,2025 TMIN,5AVG TMIN,2024 PRCP,2025 PRCP,5AVG PRCP,2024 TAVG,2025 TAVG,5AVG TAVG
1,-0.0443023255813953,-1.9909756097560976,0.6941503636409514,-14.104186046511629,-15.69841463414634,-12.432458462339802,13.896511627906976,14.845121951219513,18.230297414173638,-7.074069767441861,-8.844634146341463,-5.869256952104298
2,4.455060240963856,0.8267073170731708,0.6189164725913968,-8.376024096385542,-12.535609756097562,-13.159998145581389,25.84819277108434,26.659756097560976,21.788454744469913,-1.9601204819277107,-5.854146341463415,-6.27033091456736
3,7.807619047619048,9.87875,6.725079172940586,-6.415,-4.713125,-7.546829874835309,26.25357142857143,31.353125,22.257404558002385,0.6966666666666667,2.5821875,-0.41079378019323665
