datetime,TMAX,TMIN,PRCP
20250423,21.294490814208984,11.871822357177734,5.903389930725098
20250424,21.372373580932617,11.430423736572266,11.008050918579102
20250425,19.579025268554688,11.852033615112305,18.0889835357666
20250426,18.97915267944336,10.210169792175293,18.222034454345703
20250427,20.419490814208984,9.551949501037598,2.0055084228515625
20250428,23.388389587402344,10.569364547729492,3.0173728466033936
20250429,25.819787979125977,12.524957656860352,6.2597455978393555
20250430,26.244956970214844,13.527669906616211,16.196609497070312
20250501,25.676101684570312,13.082372665405273,10.742796897888184
20250502,24.74605941772461,12.427881240844727,5.260169506072998
20250503,24.62245750427246,12.308008193969727,5.748305320739746
20250504,24.172414779663086,12.172712326049805,3.3122880458831787
20250505,24.054365158081055,11.890000343322754,3.30338978767395
20250506,23.940975189208984,11.759957313537598,4.68220329284668
20250507,24.8075008392334,11.96072006225586,3.966949224472046
20250508,24.8075008392334,11.96072006225586,3.966949224472046
