5Year Mean TMAX,5Year Mean TMIN,5Year Mean PRCP,5Year Mean TAVG
-0.8504110228910321,-11.855034591785833,12.067117409378119,-6.352561489579869
-2.437801766594321,-14.812301985892566,14.245434902333153,-8.624654907306928
5.792623880493844,-6.7340270309593775,26.571183468780397,-0.4706783195772267
12.462669791390077,-1.4843872848385495,48.40943009201002,5.489798487664655
19.50968013728113,6.269132925017712,89.63188849195026,12.889600229288792
27.821081686888864,13.369499403147042,68.6965692153173,20.5960879578855
29.839625271795096,15.746356859158203,87.42338949361621,22.79303747948664
29.203104079016224,14.555608956124876,69.9158259877702,21.879256187212395
25.400460276131728,9.929328641563007,49.79461113168672,17.665515308250956
14.457772565698956,1.0122801589548707,50.16459442038065,7.7350072040368145
8.300678767123713,-5.263315164807984,11.568333733008625,1.5186044875418367
1.6051054467974815,-9.88802236867661,23.764673722350732,-4.141557726672794
