5Year Mean TMAX,5Year Mean TMIN,5Year Mean PRCP,5Year Mean TAVG
10.590887347911172,-0.41130646317896913,127.49957311511699,5.090036071464024
11.210737159300429,-0.16828333019637362,141.17268777512774,5.521297852914985
17.552217241143445,4.996498795353767,162.74861928839215,11.274532458071125
21.360651162664936,8.682903996322732,166.28062538755498,15.022464736102098
26.000751036384735,14.664372613841405,174.90059427508285,20.332934172586715
30.466436951855986,18.99199630356211,115.80433229793388,24.7297935188304
32.682302020220774,21.5453393515081,109.6988376914002,27.114022236453486
32.189822912775824,20.938009898837933,109.39135545324066,26.564115689544856
30.10569709604909,17.31697439400624,70.88170409016396,23.711719720433006
23.27154005371218,10.079172915304564,128.11682516980858,16.67535780574625
16.37545594093309,3.243984011918971,80.16466657780174,9.810236072106452
13.201225102614966,1.6176989441891259,93.12204164751338,7.409206396546684
