State,AREA1,date,TAVG_x,TAVG_NORYR,TMAX,TMAX_NORYR,TMIN,TMIN_NORYR,PRCP_x,PRCP_NORYR,WEEK_NO,DATE,MAX,MIN,PRCP_y,TAVG_y
WASHINGTON,WA,2025-04-07,10.699999809265137,8.5,17.899999618530273,15.0600004196167,4.480000019073486,2.4600000381469727,21.780000686645508,22.860000610351562,15,2024-04-14,16.79746223920262,3.143306414816071,8.432417421003487,9.970384327009343
WASHINGTON,WA,2025-04-14,10.239999771118164,9.359999656677246,17.1200008392334,16.1200008392334,3.680000066757202,3.0,17.600000381469727,20.219999313354492,16,2024-04-21,17.52472576618235,1.903266461739851,1.4629043051454818,9.7139961139611
WASHINGTON,WA,2025-04-21,11.380000114440918,10.300000190734863,18.719999313354492,17.299999237060547,4.480000019073486,3.6600000858306885,14.520000457763672,17.360000610351562,17,2024-04-28,17.00742174536956,4.524281168133446,13.96551764705882,10.765851456751502
WASHINGTON,WA,2025-04-28,12.100000381469727,11.119999885559082,19.260000228881836,18.219999313354492,5.300000190734863,4.400000095367432,15.15999984741211,15.020000457763672,18,2024-05-05,16.1792304309111,3.785314305902541,13.17626586418351,9.982272368406822
WASHINGTON,WA,2025-05-05,13.039999961853027,12.180000305175781,20.579999923706055,19.420000076293945,5.940000057220459,5.239999771118164,10.520000457763672,12.100000381469727,19,2024-05-12,22.293237508901672,5.928790337061015,8.67899257829258,14.11101392298134
WASHINGTON,WA,2025-05-12,14.479999542236328,13.180000305175781,22.079999923706055,20.440000534057617,7.380000114440918,6.340000152587891,9.720000267028809,11.9399995803833,20,2024-05-19,21.63107434160066,7.92975576966805,2.291830208198629,14.780415055634354
WASHINGTON,WA,2025-05-19,15.579999923706055,13.859999656677246,23.0,20.959999084472656,8.640000343322754,7.21999979019165,10.600000381469727,12.319999694824219,21,2024-05-26,17.85517456231742,6.454664528474053,14.764956799656796,12.154919545395735
WASHINGTON,WA,2025-05-26,15.84000015258789,14.619999885559082,23.020000457763672,21.700000762939453,9.039999961853027,7.900000095367432,10.119999885559082,11.9399995803833,22,2024-06-02,20.61524159318645,6.905090437734548,6.711215482399693,13.760166015460502
WASHINGTON,WA,2025-06-02,16.079999923706055,15.039999961853027,23.18000030517578,22.079999923706055,9.380000114440918,8.34000015258789,13.380000114440918,11.819999694824219,23,2024-06-09,23.06421555820052,8.577485702673673,23.84854054054054,15.820850630437096
WASHINGTON,WA,2025-06-09,15.9399995803833,15.199999809265137,22.719999313354492,22.200000762939453,9.5,8.5600004196167,12.0,11.15999984741211,24,2024-06-16,22.322209114402835,8.368380259173419,4.492075611693878,15.345294686788126
WASHINGTON,WA,2025-06-16,16.8799991607666,16.1200008392334,24.059999465942383,23.31999969482422,9.880000114440918,9.180000305175781,6.920000076293945,8.779999732971191,25,2024-06-23,25.29330519995786,8.793173605778648,1.861769298710475,17.043239402868256
WASHINGTON,WA,2025-06-23,17.940000534057617,17.360000610351562,25.31999969482422,24.860000610351562,10.760000228881836,10.079999923706055,7.21999979019165,7.380000114440918,26,2024-06-30,25.34509837073231,10.637864444023222,3.96686113322522,17.991481407377766
WASHINGTON,WA,2025-06-30,19.079999923706055,18.18000030517578,26.760000228881836,25.81999969482422,11.380000114440918,10.739999771118164,3.4600000381469727,5.820000171661377,27,2024-07-07,28.99944681523629,12.39098308835151,1.152394025604552,20.6952149517939
WASHINGTON,WA,2025-07-07,20.459999084472656,18.8799991607666,28.600000381469727,26.68000030517578,12.5,11.300000190734863,3.059999942779541,4.659999847412109,28,2024-07-14,33.59104969631285,14.66807785228838,0.0,24.129563774300617
WASHINGTON,WA,2025-07-14,20.860000610351562,19.459999084472656,29.059999465942383,27.399999618530273,13.0,11.859999656677246,3.119999885559082,4.340000152587891,29,2024-07-21,32.26407214010413,14.35574366198721,0.0205945945945945,23.309907901045676
WASHINGTON,WA,2025-07-21,21.899999618530273,19.979999542236328,30.420000076293945,28.1200008392334,13.680000305175781,12.180000305175781,1.8799999952316284,3.5399999618530273,30,2024-07-28,27.5499233569409,11.82229347141628,0.1710997313102576,19.68610841417859
WASHINGTON,WA,2025-07-28,22.360000610351562,20.079999923706055,31.0,28.360000610351562,14.039999961853027,12.180000305175781,1.899999976158142,3.440000057220459,31,2024-08-04,30.003279571907026,15.068683115251742,5.167492355992356,22.535981343579383
WASHINGTON,WA,2025-08-04,21.719999313354492,19.739999771118164,30.139999389648438,27.979999542236328,13.819999694824219,12.100000381469727,3.4200000762939453,4.900000095367432,32,2024-08-11,29.93251584918252,14.179548596215264,0.5503333333333333,22.05603222269889
WASHINGTON,WA,2025-08-11,20.68000030517578,19.420000076293945,29.059999465942383,27.780000686645508,13.079999923706055,11.800000190734863,4.119999885559082,4.920000076293945,33,2024-08-18,27.009762187895017,13.251398946386416,6.141901113143218,20.13058056714072
WASHINGTON,WA,2025-08-18,19.8799991607666,18.719999313354492,28.200000762939453,27.1200008392334,12.220000267028809,11.100000381469727,7.619999885559082,6.519999980926514,34,2024-08-25,24.62032552760844,12.033242796618149,16.757543117066646,18.32678416211329
WASHINGTON,WA,2025-08-25,19.899999618530273,17.920000076293945,28.520000457763672,26.239999771118164,12.0600004196167,10.399999618530273,5.880000114440918,8.100000381469727,35,2024-09-01,27.550022301212778,9.54813674218436,3.050419047619048,18.54907952169857
WASHINGTON,WA,2025-09-01,18.559999465942383,17.1200008392334,26.899999618530273,25.399999618530273,11.199999809265137,9.680000305175781,8.140000343322754,8.100000381469727,36,2024-09-08,30.44044639877973,13.48043877210544,0.151027027027027,21.960442585442586
