State,datetime,value
MICHIGAN,2024-05-03,113137278.556924
MICHIGAN,2024-05-10,113293545.04595847
MICHIGAN,2024-05-17,113114015.82772107
MICHIGAN,2024-05-24,113256000.0
MICHIGAN,2024-06-07,113184892.12304734
MICHIGAN,2024-06-14,111350707.87815624
MICHIGAN,2024-06-21,112164845.12582806
MICHIGAN,2024-06-28,111192281.95184824
MICHIGAN,2024-07-05,111197570.04351866
MICHIGAN,2024-07-12,111197570.04351866
MICHIGAN,2024-07-15,111324689.0216458
MICHIGAN,2024-07-19,110567636.66332722
MICHIGAN,2024-07-26,111685110.4131499
MICHIGAN,2024-08-02,111471249.86755438
MICHIGAN,2024-08-09,109942991.37480618
MICHIGAN,2024-08-16,109582232.70182876
MICHIGAN,2024-08-23,110117028.61502044
MICHIGAN,2024-08-30,105905158.10405642
