datetime,TMAX,TMIN,PRCP
20250424,24.544878005981445,15.932774543762207,35.99627685546875
20250425,24.499069213867188,15.629609107971191,49.549346923828125
20250426,23.859962463378906,14.637709617614746,32.25791549682617
20250427,23.50130271911621,12.521881103515625,5.299813747406006
20250428,26.378677368164062,13.325791358947754,4.0595903396606445
20250429,27.544878005981445,15.769367218017578,11.67597770690918
20250430,26.156145095825195,16.007822036743164,29.040037155151367
20250501,25.64879035949707,15.119646072387695,29.89571762084961
20250502,25.36815643310547,14.804469108581543,22.15735626220703
20250503,23.880260467529297,13.56322193145752,24.637802124023438
20250504,23.51685333251953,12.808472633361816,15.154561996459961
20250505,23.873836517333984,13.022346496582031,13.647113800048828
20250506,23.14497184753418,12.355400085449219,8.805400848388672
20250507,23.089479446411133,12.34450626373291,7.898510456085205
20250508,25.181842803955078,12.99050235748291,7.6824951171875
20250509,25.181842803955078,12.99050235748291,7.6824951171875
