datetime,TMAX,TMIN,PRCP
20250522,22.40642738342285,9.620627403259277,20.1405086517334
20250523,24.029296875,10.275635719299316,11.23766803741455
20250524,22.241254806518555,11.042302131652832,32.01345443725586
20250525,21.564424514770508,11.392675399780273,56.36621856689453
20250526,22.164125442504883,10.859940528869629,32.49626159667969
20250527,23.61255645751953,10.908819198608398,28.33034324645996
20250528,23.488191604614258,11.694917678833008,12.753363609313965
20250529,25.273393630981445,11.940957069396973,5.997010231018066
20250530,27.592676162719727,12.977727890014648,4.868460178375244
20250531,28.320926666259766,13.868460655212402,3.857996940612793
20250601,29.281166076660156,15.009566307067871,6.182361602783203
20250602,29.728849411010742,15.197159767150879,6.617339134216309
20250603,28.620777130126953,15.418535232543945,9.124065399169922
20250604,28.49252700805664,15.068460464477539,8.946187973022461
20250605,29.009119033813477,14.820030212402344,5.962630748748779
20250606,29.009119033813477,14.820030212402344,5.962630748748779
