Month,2024 TMAX,2025 TMAX,5AVG TMAX,2024 TMIN,2025 TMIN,5AVG TMIN,2024 PRCP,2025 PRCP,5AVG PRCP,2024 TAVG,2025 TAVG,5AVG TAVG
1,1.6625555555555556,2.5434177215189875,4.549876775570566,-7.155111111111111,-8.734430379746835,-5.269982244926707,88.77444444444444,43.80632911392405,78.72790516363497,-2.746555555555556,-3.095949367088608,-0.3601164960341292
2,14.620114942528735,5.377951807228916,7.585195694286964,-0.7208045977011495,-5.948072289156626,-5.071949288840239,17.754022988505746,27.53734939759036,49.44645805340968,6.9495402298850575,-0.2855421686746988,1.2564249168130313
3,16.582087912087914,18.094,14.547993735651463,2.5705494505494504,2.43,1.9237128647759136,76.45824175824175,61.42833333333333,118.09534557317461,9.576373626373629,10.261666666666668,8.23577947613641
4,20.925,21.58855868217934,18.988359319163024,7.965104166666666,9.674943220402689,5.7231950925538015,155.60625000000002,163.9315621302877,107.25306139022325,14.445208333333332,15.631750951291016,12.356275079002884
5,25.848352941176472,22.62596074091915,23.758804091636655,14.16329411764706,10.91734676760501,12.389152145858343,152.4270588235294,20.894800658589624,142.10656922769107,20.00529411764706,16.77165375426208,18.073926770708283
