5Year Mean TMAX,5Year Mean TMIN,5Year Mean PRCP,5Year Mean TAVG
-2.1776085375494074,-12.175264980237156,78.38493122529644,-7.176482213438736
-0.6746835610766044,-12.818865093167702,65.75183602484472,-6.746370186335405
4.676600374453922,-7.296074890784273,61.94937174953193,-1.3103166215935096
11.5615615942029,-0.45302898550724635,104.87006038647344,5.555170289855072
18.875783540372673,5.191595051759835,86.39665031055901,12.033919192546582
23.578173610013174,10.925029472990776,99.2040375494071,17.252079393939393
26.551901938641073,14.47648390739695,148.55878976096366,20.514414078674946
25.36650517598344,13.080875155279504,106.04147826086958,19.223110973084886
21.09904677206851,8.825115612648222,90.18361989459815,14.962832674571805
15.013166693017126,3.708592586736934,117.63357189284145,9.360931137461572
6.4826219047619045,-3.666749523809524,81.91525238095238,1.4080214285714285
1.5968980952380953,-7.1281904761904755,103.4451619047619,-2.7654285714285716
