State,AREA1,date,TAVG_x,TAVG_NORYR,TMAX,TMAX_NORYR,TMIN,TMIN_NORYR,PRCP_x,PRCP_NORYR,WEEK_NO,DATE,MAX,MIN,PRCP_y,TAVG_y
TENNESSEE,TN,2025-06-02,23.950000762939453,23.799999237060547,30.575000762939453,30.225000381469727,17.674999237060547,17.850000381469727,37.95000076293945,26.399999618530273,23,2024-06-09,29.22479557479557,18.12988559059988,11.630396103896103,23.677340582697727
TENNESSEE,TN,2025-06-09,24.725000381469727,24.75,30.649999618530273,31.149999618530273,19.375,18.825000762939453,38.875,24.5,24,2024-06-16,30.87041503470075,16.295112691541263,3.984336363636364,23.58276386312101
TENNESSEE,TN,2025-06-16,26.424999237060547,25.424999237060547,32.525001525878906,31.825000762939453,20.899999618530273,19.600000381469727,23.375,23.0,25,2024-06-23,32.739081831563034,20.74767374786172,4.580212030075187,26.743377789712376
TENNESSEE,TN,2025-06-23,27.149999618530273,25.75,33.45000076293945,32.150001525878906,21.575000762939453,20.149999618530273,29.325000762939453,26.875,26,2024-06-30,33.66893930352577,21.44631446943477,7.859902392344497,27.55762688648027
TENNESSEE,TN,2025-06-30,27.274999618530273,26.200000762939453,33.5,32.474998474121094,21.825000762939453,20.700000762939453,29.100000381469727,29.575000762939453,27,2024-07-07,33.05287840814157,20.951110640960263,4.0975657325131,27.00199452455092
TENNESSEE,TN,2025-07-07,27.575000762939453,26.549999237060547,33.849998474121094,32.775001525878906,22.174999237060547,21.25,28.274999618530273,29.5,28,2024-07-14,33.67064387158372,20.42471058598878,5.079299749373433,27.04767722878625
TENNESSEE,TN,2025-07-14,27.424999237060547,26.725000381469727,33.54999923706055,32.900001525878906,22.274999618530273,21.450000762939453,30.700000762939453,27.5,29,2024-07-21,32.21509793001021,21.485191152484383,13.400993316624897,26.850144541247296
TENNESSEE,TN,2025-07-21,27.725000381469727,26.725000381469727,33.974998474121094,32.974998474121094,22.375,21.399999618530273,24.899999618530273,27.125,30,2024-07-28,29.552406581541,21.616730483616447,20.476376668386653,25.58456853257872
TENNESSEE,TN,2025-07-28,27.450000762939453,26.5,33.775001525878906,32.775001525878906,22.174999237060547,21.149999618530273,26.549999237060547,26.75,31,2024-08-04,32.7165599183143,22.290657198551937,26.22215789473684,27.50360855843312
TENNESSEE,TN,2025-08-04,27.424999237060547,26.325000762939453,33.82500076293945,32.70000076293945,21.975000381469727,21.0,25.25,23.450000762939453,32,2024-08-11,31.55032137326188,20.068800129440863,0.2650434782608695,25.80956075135137
TENNESSEE,TN,2025-08-11,27.024999618530273,26.149999618530273,33.349998474121094,32.54999923706055,21.700000762939453,20.725000381469727,24.075000762939453,21.875,33,2024-08-18,32.08010547653405,20.097852676424107,8.078354545454545,26.088979076479077
TENNESSEE,TN,2025-08-18,27.024999618530273,25.975000381469727,33.42499923706055,32.474998474121094,21.575000762939453,20.450000762939453,21.924999237060547,20.625,34,2024-08-25,30.343575506618983,16.009755944538554,2.0897272727272727,23.17666572557877
TENNESSEE,TN,2025-08-25,26.924999237060547,25.649999618530273,33.474998474121094,32.224998474121094,21.524999618530273,20.125,19.950000762939453,20.424999237060547,35,2024-09-01,34.908468683839175,19.277790710857072,7.259498245614035,27.093129697348125
TENNESSEE,TN,2025-09-01,25.799999237060547,24.825000762939453,32.5,31.549999237060547,20.200000762939453,19.174999237060547,18.325000762939453,19.774999618530273,36,2024-09-08,29.184124000477382,16.742387715320046,6.025306516290727,22.963255857898712
TENNESSEE,TN,2025-09-08,24.600000381469727,23.700000762939453,31.524999618530273,30.600000381469727,18.725000381469727,17.825000762939453,18.149999618530273,18.899999618530273,37,2024-09-15,28.62572113374856,15.602866016156597,15.9566653250774,22.114293574952573
TENNESSEE,TN,2025-09-15,23.549999237060547,22.549999237060547,30.725000381469727,29.475000381469727,17.524999618530273,16.575000762939453,23.475000381469727,25.625,38,2024-09-22,31.056445257066372,17.34813537624097,5.077179371353284,24.20229031665367
TENNESSEE,TN,2025-09-22,22.0,21.024999618530273,29.350000381469727,28.075000762939453,15.699999809265137,14.975000381469727,25.774999618530273,26.75,39,2024-09-29,25.827417176796057,18.11078897522997,52.76091776773951,21.969103076013017
TENNESSEE,TN,2025-09-29,20.950000762939453,19.524999618530273,28.325000762939453,26.799999237060547,14.524999618530273,13.100000381469727,18.299999237060547,19.299999237060547,40,2024-10-06,28.18722943722944,15.57792207792208,1.5124545454545455,21.88257575757576
TENNESSEE,TN,2025-10-06,19.75,18.125,27.200000762939453,25.424999237060547,13.274999618530273,11.725000381469727,17.450000762939453,21.649999618530273,41,2024-10-13,26.17449781259305,9.904235667330903,0.0,18.039366739961977
TENNESSEE,TN,2025-10-13,17.75,16.399999618530273,25.450000762939453,23.899999618530273,11.074999809265137,9.875,21.475000381469727,20.600000381469727,42,2024-10-20,20.28653943058705,3.647486772486773,0.4959047619047618,11.96701310153691
TENNESSEE,TN,2025-10-20,16.450000762939453,14.975000381469727,24.200000762939453,22.549999237060547,9.850000381469727,8.399999618530273,18.975000381469727,20.700000762939453,43,2024-10-27,25.884689899351557,8.687939093766161,1.3949947368421054,17.286314496558855
TENNESSEE,TN,2025-10-27,14.800000190734863,13.649999618530273,22.274999618530273,21.075000762939453,8.375,7.224999904632568,21.875,23.75,44,2024-11-03,24.802380952380958,12.140255731922398,6.0071,18.47131834215168
