datetime,TMAX,TMIN,PRCP
20250423,24.38184356689453,13.609575271606445,22.775970458984375
20250424,23.979854583740234,13.430713653564453,37.117435455322266
20250425,23.113279342651367,14.60406494140625,65.40108489990234
20250426,22.878591537475586,13.429178237915039,33.384822845458984
20250427,23.622312545776367,12.186540603637695,5.377597332000732
20250428,26.003252029418945,13.672628402709961,7.056910514831543
20250429,26.935863494873047,15.431436538696289,18.367660522460938
20250430,25.465852737426758,15.231164932250977,50.04607009887695
20250501,23.6059627532959,13.372629165649414,35.04787826538086
20250502,22.110929489135742,11.400993347167969,10.050586700439453
20250503,23.42890739440918,11.276603698730469,13.06233024597168
20250504,22.89765167236328,11.747425079345703,12.588075637817383
20250505,22.109756469726562,11.337398529052734,10.598012924194336
20250506,22.72104835510254,11.050497055053711,6.629629611968994
20250507,22.582836151123047,11.744715690612793,9.448058128356934
20250508,22.582836151123047,11.744715690612793,9.448058128356934
