Month,2024 TMAX,2025 TMAX,5AVG TMAX,2024 TMIN,2025 TMIN,5AVG TMIN,2024 PRCP,2025 PRCP,5AVG PRCP,2024 TAVG,2025 TAVG,5AVG TAVG
1,1.701967213114754,-1.085593220338983,3.1789399677823793,-4.965081967213115,-10.20271186440678,-4.600701307095278,120.07868852459016,42.65762711864407,87.71664027904642,-1.631311475409836,-5.644406779661017,-0.7106514865356747
2,9.602063492063492,3.1754098360655734,5.568498769906104,-2.654920634920635,-6.077377049180328,-5.140288325189294,38.04285714285714,80.23114754098361,72.40681424410771,3.4736507936507937,-1.451639344262295,0.21400807375577086
3,12.66704918032787,14.253529411764706,12.212898357059505,0.6819672131147542,-0.028235294117647,-0.21364578910303464,82.39999999999999,74.00294117647059,96.81823670680481,6.673770491803279,7.1129411764705885,5.9995692199824004
4,18.36,18.9802787093955,16.64917791167166,6.304354838709678,5.182223299205153,3.882073031650249,147.6967741935484,99.97707055983048,95.46686052052786,12.33258064516129,12.081251004300324,10.266633743362373
5,24.672033898305088,21.159186817995295,22.409625839834714,12.9035593220339,8.443340480365334,10.000924054233083,114.5457627118644,52.66573816540658,110.45026529051184,18.787457627118645,14.801263649180315,16.20563415879842
