State,datetime,value
NEW JERSEY,2024-05-03,5245463.927846201
NEW JERSEY,2024-05-10,5253277.252297925
NEW JERSEY,2024-05-17,5244300.791386055
NEW JERSEY,2024-05-24,5251400.0
NEW JERSEY,2024-06-07,5247844.606152369
NEW JERSEY,2024-06-14,5163615.533540338
NEW JERSEY,2024-06-21,5200582.185300553
NEW JERSEY,2024-06-28,5155694.237224937
NEW JERSEY,2024-07-05,5155958.641808457
NEW JERSEY,2024-07-12,5155958.641808457
NEW JERSEY,2024-07-15,5162314.590714815
NEW JERSEY,2024-07-19,5126332.078110574
NEW JERSEY,2024-07-26,5182205.7656017095
NEW JERSEY,2024-08-02,5171512.738321932
NEW JERSEY,2024-08-09,5098840.024307898
NEW JERSEY,2024-08-16,5082671.593682371
NEW JERSEY,2024-08-23,5109411.389341956
NEW JERSEY,2024-08-30,3368874.1928948956
