datetime,TMAX,TMIN,PRCP
20250424,27.730632781982422,19.91878890991211,8.989789009094238
20250425,27.52314567565918,19.09346580505371,13.163376808166504
20250426,26.999727249145508,18.465282440185547,11.2579984664917
20250427,28.07542610168457,18.034717559814453,4.954390525817871
20250428,28.657657623291016,19.182981491088867,4.957794189453125
20250429,28.42232894897461,19.751192092895508,8.687542915344238
20250430,27.79693603515625,19.09748077392578,8.978897094726562
20250501,27.84513282775879,18.766508102416992,6.258679389953613
20250502,27.699251174926758,19.140979766845703,5.249148845672607
20250503,27.452007293701172,18.42620849609375,7.456773281097412
20250504,27.63859748840332,18.425731658935547,6.183798313140869
20250505,27.164941787719727,18.36310386657715,16.448604583740234
20250506,27.350919723510742,18.061878204345703,22.314498901367188
20250507,27.425119400024414,18.258134841918945,24.95711326599121
20250508,27.98890495300293,18.407556533813477,62.34853744506836
20250509,27.98890495300293,18.407556533813477,62.34853744506836
