,State,Year,Value,AREA1,AREA
0,NORTH CAROLINA,2019,2.3537500000000002,NC,NCLN
1,NORTH CAROLINA,2020,2.5555000000000003,NC,NCLN
2,NORTH CAROLINA,2021,2.6900000000000004,NC,NCLN
3,NORTH CAROLINA,2022,2.589125,NC,NCLN
4,NORTH CAROLINA,2023,2.589125,NC,NCLN
