datetime,TMAX,TMIN,PRCP
20250424,17.790163040161133,11.97213077545166,9.065573692321777
20250425,18.032787322998047,11.631147384643555,1.377049207687378
20250426,17.949180603027344,10.631147384643555,13.672131538391113
20250427,18.02458953857422,11.018033027648926,0.0
20250428,20.477048873901367,9.701639175415039,0.0
20250429,21.85409927368164,11.1622953414917,6.836065769195557
20250430,22.345901489257812,11.963934898376465,17.327869415283203
20250501,21.796720504760742,11.675410270690918,2.9344263076782227
20250502,21.185245513916016,11.842622756958008,3.5901639461517334
20250503,21.150819778442383,11.62131118774414,2.9672131538391113
20250504,21.30983543395996,11.278688430786133,0.14754098653793335
20250505,21.126230239868164,11.67704963684082,0.5409836173057556
20250506,20.649179458618164,10.981966972351074,2.377049207687378
20250507,20.924591064453125,10.434426307678223,4.016393661499023
20250508,21.211475372314453,10.436065673828125,4.3114752769470215
20250509,21.211475372314453,10.436065673828125,4.3114752769470215
