datetime,TMAX,TMIN,PRCP
20250522,19.172677993774414,11.475119590759277,25.120336532592773
20250523,19.859270095825195,9.315203666687012,10.069284439086914
20250524,20.20328140258789,10.536409378051758,20.71416473388672
20250525,20.64642333984375,11.525806427001953,50.41935348510742
20250526,21.07413673400879,11.731051445007324,62.02328109741211
20250527,21.584684371948242,12.318989753723145,33.21234130859375
20250528,22.85396957397461,12.011163711547852,7.435904502868652
20250529,24.691051483154297,12.645666122436523,2.963534355163574
20250530,26.455204010009766,14.087685585021973,3.19663405418396
20250531,26.896970748901367,15.170995712280273,10.145021438598633
20250601,27.65464210510254,16.150856018066406,12.998316764831543
20250602,28.609031677246094,16.95326805114746,7.796914577484131
20250603,29.166955947875977,17.70799446105957,12.41486644744873
20250604,27.67377281188965,17.036943435668945,11.624964714050293
20250605,27.76690101623535,16.664348602294922,10.453015327453613
20250606,27.76690101623535,16.664348602294922,10.453015327453613
