5Year Mean TMAX,5Year Mean TMIN,5Year Mean PRCP,5Year Mean TAVG
4.4841,-5.0737000000000005,115.61533333333333,-0.29510000000000003
5.3844666666666665,-5.014566666666667,100.434,0.1850666666666667
9.8985,-1.6684999999999999,101.60833333333333,4.115666666666667
15.033266666666668,3.3514333333333335,133.7386666666667,9.192066666666667
20.428466666666665,8.394166666666667,99.262,14.410833333333334
25.382933333333334,13.875033333333334,97.32066666666667,19.629366666666662
28.651166666666665,18.002,111.78333333333333,23.326666666666668
27.77783333333333,17.136833333333335,103.125,22.456666666666667
23.560499999999998,12.600833333333332,130.635,18.081333333333333
18.047166666666666,7.736,139.86,12.892166666666668
11.912,0.27783333333333327,87.345,6.096166666666666
6.9271666666666665,-2.5541666666666663,185.09666666666666,2.1853333333333333
