datetime,TMAX,TMIN,PRCP
20250522,15.544594764709473,10.110135078430176,211.82432556152344
20250523,16.256755828857422,8.208784103393555,18.554054260253906
20250524,17.80878448486328,9.43851375579834,6.614864826202393
20250525,19.152027130126953,10.177702903747559,20.277027130126953
20250526,20.729053497314453,11.317567825317383,33.33783721923828
20250527,20.760135650634766,11.752026557922363,35.986488342285156
20250528,20.46351432800293,11.387162208557129,11.83108139038086
20250529,22.985811233520508,12.11959457397461,0.8175675868988037
20250530,25.140541076660156,13.676351547241211,2.871621608734131
20250531,25.664865493774414,14.041892051696777,1.074324369430542
20250601,25.729053497314453,14.770270347595215,7.033783912658691
20250602,26.69864845275879,15.166892051696777,5.918919086456299
20250603,26.552026748657227,15.333784103393555,6.54054069519043
20250604,25.59391975402832,15.56351375579834,7.324324131011963
20250605,25.806081771850586,15.624324798583984,13.972972869873047
20250606,25.806081771850586,15.624324798583984,13.972972869873047
