State,datetime,value
ALABAMA,2024-05-03,14977931.42646168
ALABAMA,2024-05-10,15000661.097593969
ALABAMA,2024-05-17,14974547.756759437
ALABAMA,2024-05-24,14995200.000000004
ALABAMA,2024-06-07,14984857.03607962
ALABAMA,2024-06-14,14744947.308370912
ALABAMA,2024-06-21,14849926.823972233
ALABAMA,2024-06-28,14721903.53727157
ALABAMA,2024-07-05,14722672.714241808
ALABAMA,2024-07-12,14722672.714241808
ALABAMA,2024-07-15,14741162.747423943
ALABAMA,2024-07-19,14637765.388551844
ALABAMA,2024-07-26,14800307.024889696
ALABAMA,2024-08-02,14769200.036439436
ALABAMA,2024-08-09,14560348.3397361
ALABAMA,2024-08-16,14514592.82267604
ALABAMA,2024-08-23,14592382.19519606
ALABAMA,2024-08-30,15851706.4580404
