State,datetime,value
MISSISSIPPI,2024-05-03,139963580.34230867
MISSISSIPPI,2024-05-10,140123398.3424576
MISSISSIPPI,2024-05-17,139939788.91471478
MISSISSIPPI,2024-05-24,140085000.00000003
MISSISSIPPI,2024-06-07,140012276.03493482
MISSISSIPPI,2024-06-14,137695410.5963454
MISSISSIPPI,2024-06-21,138748545.9887673
MISSISSIPPI,2024-06-28,137533384.0808031
MISSISSIPPI,2024-07-05,137538792.3563751
MISSISSIPPI,2024-07-12,137538792.3563751
MISSISSIPPI,2024-07-15,137668800.40218696
MISSISSIPPI,2024-07-19,136784294.79570964
MISSISSIPPI,2024-07-26,137927165.67621017
MISSISSIPPI,2024-08-02,137708444.66366926
MISSISSIPPI,2024-08-09,135924945.67833948
MISSISSIPPI,2024-08-16,135445728.1123359
MISSISSIPPI,2024-08-23,135992690.79763442
MISSISSIPPI,2024-08-30,131597988.48679371
